+----------------------------------------------+----------+-----------------+--------------------+-----------------+-------------+-------------+------------------------+-----------------------+--------------------+
|                   Filename                   | CFG File | Sample Interval | Aggregate Interval | Update Interval | Min Regions | Max Regions | Time Elapsed - wo DAMO | Time Elapsed - w DAMO |     Overhead %     |
|    200mb_s10000_a100000_u100000_n512_m512    |  200mb   |      10000      |       100000       |      100000     |     512     |     512     |      5.190907073       |      12.145959871     | 133.98530738829893 |
|    200mb_s10000_a100000_u100000_n64_m1024    |  200mb   |      10000      |       100000       |      100000     |      64     |     1024    |      5.191630344       |      9.900809421      | 90.70713369341536  |
|    200mb_s10000_a100000_u100000_n64_m2048    |  200mb   |      10000      |       100000       |      100000     |      64     |     2048    |      5.189718417       |      9.875834976      | 90.29616218964121  |
|    200mb_s10000_a100000_u100000_n64_m512     |  200mb   |      10000      |       100000       |      100000     |      64     |     512     |      5.190206483       |      9.907805213      | 90.89423986217159  |
|     200mb_s10000_a100000_u100000_n64_m64     |  200mb   |      10000      |       100000       |      100000     |      64     |      64     |      5.191959294       |      9.759212336      | 87.96781298493745  |
|   200mb_s10000_a10000_u1000000_n1024_m1024   |  200mb   |      10000      |       10000        |     1000000     |     1024    |     1024    |      5.192247268       |      51.577695244     | 893.3597646990951  |
|   200mb_s10000_a10000_u1000000_n1024_m2048   |  200mb   |      10000      |       10000        |     1000000     |     1024    |     2048    |      5.193071386       |      51.568266816     | 893.0205649593587  |
|    200mb_s10000_a10000_u1000000_n16_m1024    |  200mb   |      10000      |       10000        |     1000000     |      16     |     1024    |      5.191646019       |      11.188987982     | 115.5190847190154  |
|     200mb_s10000_a10000_u1000000_n16_m16     |  200mb   |      10000      |       10000        |     1000000     |      16     |      16     |      5.194761293       |      9.885652292      | 90.30041486836033  |
|    200mb_s10000_a10000_u1000000_n16_m2048    |  200mb   |      10000      |       10000        |     1000000     |      16     |     2048    |      5.194600792       |      11.154273694     | 114.72821763663259 |
|    200mb_s10000_a10000_u1000000_n16_m512     |  200mb   |      10000      |       10000        |     1000000     |      16     |     512     |      5.193502336       |      11.284672151     | 117.28443391230623 |
|     200mb_s10000_a10000_u1000000_n16_m64     |  200mb   |      10000      |       10000        |     1000000     |      16     |      64     |      5.193172923       |      10.23345642      | 97.05595349380974  |
|   200mb_s10000_a10000_u1000000_n2048_m2048   |  200mb   |      10000      |       10000        |     1000000     |     2048    |     2048    |      5.193486688       |      77.308749625     | 1388.5712483605391 |
|   200mb_s10000_a10000_u1000000_n512_m1024    |  200mb   |      10000      |       10000        |     1000000     |     512     |     1024    |      5.192365964       |      33.931904705     | 553.4960158867568  |
|   200mb_s10000_a10000_u1000000_n512_m2048    |  200mb   |      10000      |       10000        |     1000000     |     512     |     2048    |      5.195530734       |      33.261692311     | 540.1981628812745  |
|    200mb_s10000_a10000_u1000000_n512_m512    |  200mb   |      10000      |       10000        |     1000000     |     512     |     512     |      5.189514044       |      32.569288637     | 527.5980440722745  |
|    200mb_s10000_a10000_u1000000_n64_m1024    |  200mb   |      10000      |       10000        |     1000000     |      64     |     1024    |      5.191213531       |      12.838256511     | 147.30742502373866 |
|    200mb_s10000_a10000_u1000000_n64_m2048    |  200mb   |      10000      |       10000        |     1000000     |      64     |     2048    |      5.192347475       |      12.847177174     | 147.42522020832206 |
|    200mb_s10000_a10000_u1000000_n64_m512     |  200mb   |      10000      |       10000        |     1000000     |      64     |     512     |      5.189986332       |      12.549151961     | 141.7954722467273  |
|     200mb_s10000_a10000_u1000000_n64_m64     |  200mb   |      10000      |       10000        |     1000000     |      64     |      64     |      5.190787178       |      11.322594136     | 118.12865270200834 |
|   200mb_s10000_a10000_u100000_n1024_m1024    |  200mb   |      10000      |       10000        |      100000     |     1024    |     1024    |       5.19364622       |      51.582555873     | 893.1857829353652  |
|   200mb_s10000_a10000_u100000_n1024_m2048    |  200mb   |      10000      |       10000        |      100000     |     1024    |     2048    |       5.19276646       |      52.011644835     | 901.6172542256021  |
|    200mb_s10000_a10000_u100000_n16_m1024     |  200mb   |      10000      |       10000        |      100000     |      16     |     1024    |      5.190880153       |      11.085194205     | 113.55134155030453 |
|     200mb_s10000_a10000_u100000_n16_m16      |  200mb   |      10000      |       10000        |      100000     |      16     |      16     |      5.190935574       |      9.910638324      | 90.92200592200994  |
|    200mb_s10000_a10000_u100000_n16_m2048     |  200mb   |      10000      |       10000        |      100000     |      16     |     2048    |      5.190473618       |      11.241343755     | 116.57645491186466 |
|     200mb_s10000_a10000_u100000_n16_m512     |  200mb   |      10000      |       10000        |      100000     |      16     |     512     |      5.190744101       |       11.4325202      | 120.24819520186941 |
|     200mb_s10000_a10000_u100000_n16_m64      |  200mb   |      10000      |       10000        |      100000     |      16     |      64     |      5.191026955       |      10.196003511     | 96.41592308009892  |
|   200mb_s10000_a10000_u100000_n2048_m2048    |  200mb   |      10000      |       10000        |      100000     |     2048    |     2048    |      5.193921986       |      79.244046814     | 1425.7072984076196 |
|    200mb_s10000_a10000_u100000_n512_m1024    |  200mb   |      10000      |       10000        |      100000     |     512     |     1024    |      5.191265762       |      32.777122228     | 531.3897945261853  |
|    200mb_s10000_a10000_u100000_n512_m2048    |  200mb   |      10000      |       10000        |      100000     |     512     |     2048    |      5.192976298       |      33.484848362     | 544.8103445974943  |
|    200mb_s10000_a10000_u100000_n512_m512     |  200mb   |      10000      |       10000        |      100000     |     512     |     512     |      5.192261714       |      32.410331967     | 524.2045134129385  |
|    200mb_s10000_a10000_u100000_n64_m1024     |  200mb   |      10000      |       10000        |      100000     |      64     |     1024    |      5.193552861       |      12.666212426     | 143.88338320602298 |
|    200mb_s10000_a10000_u100000_n64_m2048     |  200mb   |      10000      |       10000        |      100000     |      64     |     2048    |      5.190175727       |      12.533812552     | 141.49110186765745 |
|     200mb_s10000_a10000_u100000_n64_m512     |  200mb   |      10000      |       10000        |      100000     |      64     |     512     |      5.192925558       |      12.608019809     | 142.79223085677825 |
|     200mb_s10000_a10000_u100000_n64_m64      |  200mb   |      10000      |       10000        |      100000     |      64     |      64     |      5.192701716       |      11.371672736     | 118.9933748930939  |
|    200mb_s10000_a10000_u10000_n1024_m1024    |  200mb   |      10000      |       10000        |      10000      |     1024    |     1024    |      5.190421971       |      47.635059825     | 817.7492714686259  |
|    200mb_s10000_a10000_u10000_n1024_m2048    |  200mb   |      10000      |       10000        |      10000      |     1024    |     2048    |      5.191136579       |      52.026402127     | 902.2160144555887  |
|     200mb_s10000_a10000_u10000_n16_m1024     |  200mb   |      10000      |       10000        |      10000      |      16     |     1024    |      5.192161149       |      11.137090022     | 114.49815794228539 |
|      200mb_s10000_a10000_u10000_n16_m16      |  200mb   |      10000      |       10000        |      10000      |      16     |      16     |      5.190347168       |      9.878094245      | 90.31663827617012  |
|     200mb_s10000_a10000_u10000_n16_m2048     |  200mb   |      10000      |       10000        |      10000      |      16     |     2048    |      5.192688558       |      11.296377264     | 117.54390115687734 |
|     200mb_s10000_a10000_u10000_n16_m512      |  200mb   |      10000      |       10000        |      10000      |      16     |     512     |      5.193360244       |      11.205121266     | 115.7585982783597  |
|      200mb_s10000_a10000_u10000_n16_m64      |  200mb   |      10000      |       10000        |      10000      |      16     |      64     |      5.191021257       |      10.229466652     | 97.06077370046876  |
|    200mb_s10000_a10000_u10000_n2048_m2048    |  200mb   |      10000      |       10000        |      10000      |     2048    |     2048    |      5.192008285       |      75.496275494     | 1354.0861907349597 |
|    200mb_s10000_a10000_u10000_n512_m1024     |  200mb   |      10000      |       10000        |      10000      |     512     |     1024    |      5.192850375       |      32.896684757     | 533.4995692418734  |
|    200mb_s10000_a10000_u10000_n512_m2048     |  200mb   |      10000      |       10000        |      10000      |     512     |     2048    |      5.191210984       |      33.195224855     | 539.4505050423124  |
|     200mb_s10000_a10000_u10000_n512_m512     |  200mb   |      10000      |       10000        |      10000      |     512     |     512     |      5.189699145       |      30.796441869     | 493.4147820239395  |
|     200mb_s10000_a10000_u10000_n64_m1024     |  200mb   |      10000      |       10000        |      10000      |      64     |     1024    |      5.190679144       |      12.382630388     | 138.55511089167027 |
